ABSTRACT,AUTHORKEYWORDS,AUTHORS,BOOKTITLE,DOI,FUNDINGDETAILS,FUNDINGDETAILSCOUNTRY,FUNDINGTEXT,KEYWORDS,NOTE,TITLE,VENUE,YEAR,SOURCE,TYPE
"Background: Most quality assessment approaches for Deep Learning (DL) focus on finding misbehaviour-inducing inputs. However, it is difficult to clearly understand the causes of misbehaviours, due to the DL software opaqueness. Recent research proposed different techniques to explain DL misbehaviours, producing input explanations either at a 'low level' (raw input elements) or at a 'high level' (input features). Aims: We aim to compare the similarity between different explanations and assess to what extent they are understandable. Method: We have conducted an empirical study involving 3 state-of-the-art techniques for DL explanation in 13 configurations, applied to 2 different DL tasks. We have also collected answers from 48 questionnaires submitted to SE experts. Results: Low- and high-level techniques provide dissimilar explanations for the same inputs. However, experts deemed none of the explanations as useful in 28% of the cases. Conclusion: Despite the complementarity of existing explanations, further research is needed to produce better explanations. © 2023 IEEE.",deep learning;  explainable artificial intelligence;  software testing,"Zohdinasab, T. and Riccio, V. and Tonella, P.",,10.1109/ESEM56168.2023.10304866,Cancer Research Institute,United States,"This work was partially supported by the H2020 project PRECRIME, funded under the ERC Advanced Grant 2017 Program (Agreement n. 787703).","Deep learning, Assessment approaches;  Deep learning;  Empirical studies;  Explainable artificial intelligence;  Input features;  Learning software;  Misbehaviour;  Quality assessment;  Recent researches;  Software testings, Software testing",cited By 0,An Empirical Study on Low- and High-Level Explanations of Deep Learning Misbehaviours,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: The adoption of agile scaling frameworks has become increasingly prevalent in the software industry as organizations seek to extend the use of agile to large and complex projects. The frameworks claim to provide the necessary structure and guidance for scaling agile practices across multiple teams and domains. Despite their growing popularity, the challenges of adopting the frameworks are poorly understood. Aims: In this study, we analyze the experienced challenges related to adopting agile scaling frameworks to understand whether they are different for the different frameworks or between industries or roles within the adopting organization. Method: We conducted a survey targeting software practitioners with experience adopting agile scaling frameworks. We received 204 valid responses, representing ten frameworks adopted in 26 countries and six continents. Results: The most salient challenge, regardless of scaling framework, industry, or role, was organizational politics. Across frameworks, the challenge of forming agile teams emerged as the second most significant and change resistance as the third. We found significant differences in the challenges experienced by organizations based on their chosen framework and significant differences in the challenges between different industries and organizational roles, highlighting the importance of context when adopting agile scaling frameworks. Conclusions: This study provides the first quantitative assessment of the challenges of adopting specific agile scaling frameworks in various contexts. By comparing the challenges associated with different frameworks, industries, and organizational roles, other organizations can better understand the most significant obstacles they may face and improve their framework fit to mitigate them. Future studies could build on these findings to provide additional insights and recommendations for organizations seeking to adopt agile scaling frameworks, including identifying strategies for overcoming common challenges and improving the overall effectiveness of these frameworks in a diverse range of contexts. © 2023 IEEE.",adoption challenges;  agile scaling frameworks;  Agile software development,"Safonova, I. and Paasivaara, M. and Lassenius, C. and Uludag, O. and Putta, A.",,10.1109/ESEM56168.2023.10304858,,,,"Adoption challenge;  Agile practices;  Agile scaling framework;  Agile software development;  Complex programs;  Large programs;  Multiple domains;  Organisational;  Scalings;  Software industry, Software design",cited By 1,Experienced Challenges of Adopting Agile Scaling Frameworks,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Current anti-phishing interventions, which typically involve one-size-fits-all solutions, suffer from limitations such as inadequate usability and poor implementation. Human-centric challenges in anti-phishing technologies remain little understood. Research shows a deficiency in the comprehension of end-user preferences, mental states, and cognitive requirements by developers and practitioners involved in the design, implementation, and evaluation of anti-phishing interventions. Aims: This study addresses the current lack of resources and guidelines for the design, implementation and evaluation of anti-phishing interventions, by presenting personalized guidelines to the developers and practitioners. Method: Through an analysis of 53 academic studies and 16 items of grey literature studies, we systematically identified the challenges and recommendations within the anti-phishing interventions, across different practitioner groups and intervention types. Results: We identified 22 dominant factors at the individual, technical, and organizational levels, that affected the effectiveness of anti-phishing interventions and, accordingly, reported 41 guidelines based on the suggestions and recommendations provided in the studies to improve the outcome of anti-phishing interventions. Conclusions: Our dominant factors can help developers and practitioners enhance their understanding of human-centric, technical and organizational issues in anti-phishing interventions. Our customized guidelines can empower developers and practitioners to counteract phishing attacks. © 2023 IEEE.",human factor;  personalized guidelines;  phishing awareness;  phishing education;  phishing intervention;  phishing training,"Sarker, O. and Haggag, S. and Jayatilaka, A. and Liu, C.",,10.1109/ESEM56168.2023.10304861,Australian Government,Australia,The work has been supported by the Cyber Security Research Centre Limited whose activities are partially funded by the Australian Government’s Cooperative Research Centres Programme.,"Anti-phishing;  Personalized guideline;  Phishing;  Phishing awareness;  Phishing education;  Phishing intervention;  Phishing training, Computer crime",cited By 0,"Personalized Guidelines for Design, Implementation and Evaluation of Anti-Phishing Interventions",International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"[Context] Systematic Literature Review (SLR) has been a major type of study published in Software Engineering (SE) venues for about two decades. However, there is a lack of understanding of whether an SLR is really needed in comparison to a more conventional literature review. Very often, SE researchers embark on an SLR with such doubts. We aspire to provide more understanding of when an SLR in SE should be conducted. [Objective] The first step of our investigation was focused on the dataset, i.e., the reviewed papers, in an SLR, which indicates the development of a research topic or area. The objective of this step is to provide a better understanding of the characteristics of the datasets of SLRs in SE. [Method] A research synthesis was conducted on a sample of 170 SLRs published in top-tier SE journals. We extracted and analysed the quantitative attributes of the datasets of these SLRs. [Results] The findings show that the median size of the datasets in our sample is 57 reviewed papers, and the median review period covered is 14 years. The number of reviewed papers and review period have a very weak and non-significant positive correlation. [Conclusions] The results of our study can be used by SE researchers as an indicator or benchmark to understand whether an SLR is conducted at a good time. © 2023 IEEE.",Methodological Study;  Research Synthesis;  SLR;  Software Engineering;  Systematic Literature Review,"Wang, X. and Edison, H. and Khanna, D. and Rafiq, U.",,10.1109/ESEM56168.2023.10304863,Excellence Center at Linkoeping,Sweden,This work has been supported by ELLIIT; the Swedish Strategic Research Area in IT and Mobile Communications.,"Paper, Literature reviews;  Methodological studies;  Positive correlations;  Quantitative attributes;  Research areas;  Research synthesis;  Research topics;  Software engineering journals;  Systematic literature review, Software engineering",cited By 0,How Many Papers Should You Review? A Research Synthesis of Systematic Literature Reviews in Software Engineering,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Empirical studies on widely used model-based development tools such as MATLAB/Simulink are limited despite the tools' importance in various industries. Aims: The aim of this paper is to investigate the reproducibility of previous empirical studies that used Simulink model corpora and to evaluate the generalizability of their results to a newer and larger corpus, including a comparison with proprietary models. Method: The study reviews methodologies and data sources employed in prior Simulink model studies and replicates the previous analysis using SLNET. In addition, we propose a heuristic for determining code-generating Simulink models and assess the open-source models' similarity to proprietary models. Results: Our analysis of SLNET confirms and contradicts earlier findings and highlights its potential as a valuable resource for model-based development research. We found that open-source Simulink models follow good modeling practices and contain models comparable in size and properties to proprietary models. We also collected and distribute 208 git repositories with over 9k commits, facilitating studies on model evolution. Conclusions: The replication study offers actionable insights and lessons learned from the reproduction process, including valuable information on the generalizability of research findings based on earlier open-source corpora to the newer and larger SLNET corpus. The study sheds light on noteworthy attributes of SLNET, which is self-contained and redistributable. © 2023 IEEE.",code generation;  open science;  replication;  reproducibility;  Simulink;  Simulink model,"Shrestha, S.L. and Chowdhury, S.A. and Csallner, C.",,10.1109/ESEM56168.2023.10304867,Microsoft,United States,ACKNOWLEDGEMENTS Christoph Csallner has a potential research conflict of interest due to a financial interest with Microsoft and The Trade Desk. A management plan has been created to preserve objectivity in research in accordance with UTA policy. This material is based upon work supported by the National Science Foundation (NSF) under Grant No. 1911017 and a gift from MathWorks.,"Cell proliferation;  Codes (symbols);  Open source software;  Open systems, Codegeneration;  Empirical studies;  Model based development;  Open science;  Open-source;  Replicability;  Replication;  Reproducibilities;  Simulink;  Simulink models, Simulink",cited By 0,Replicability Study: Corpora For Understanding Simulink Models & Projects,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: Empirical studies on widely used model-based development tools such as MATLAB/Simulink are limited despite the tools' importance in various industries. Aims: The aim of this paper is to investigate the reproducibility of previous empirical studies that used Simulink model corpora and to evaluate the generalizability of their results to a newer and larger corpus, including a comparison with proprietary models. Method: The study reviews methodologies and data sources employed in prior Simulink model studies and replicates the previous analysis using SLNET. In addition, we propose a heuristic for determining code-generating Simulink models and assess the open-source models' similarity to proprietary models. Results: Our analysis of SLNET confirms and contradicts earlier findings and highlights its potential as a valuable resource for model-based development research. We found that open-source Simulink models follow good modeling practices and contain models comparable in size and properties to proprietary models. We also collected and distribute 208 git repositories with over 9k commits, facilitating studies on model evolution. Conclusions: The replication study offers actionable insights and lessons learned from the reproduction process, including valuable information on the generalizability of research findings based on earlier open-source corpora to the newer and larger SLNET corpus. The study sheds light on noteworthy attributes of SLNET, which is self-contained and redistributable. © 2023 IEEE.",code generation;  open science;  replication;  reproducibility;  Simulink;  Simulink model,"Shrestha, S.L. and Chowdhury, S.A. and Csallner, C.",,10.1109/ESEM56168.2023.10304867,National Science Foundation,United States,,"Cell proliferation;  Codes (symbols);  Open source software;  Open systems, Codegeneration;  Empirical studies;  Model based development;  Open science;  Open-source;  Replicability;  Replication;  Reproducibilities;  Simulink;  Simulink models, Simulink",cited By 0,Replicability Study: Corpora For Understanding Simulink Models & Projects,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background. Mindfulness is a meditation technique whose main goal is educating attention by focusing only on one thing at a time, usually breathing. Mindfulness practices improve concentration and attention, being particularly valuable in demanding and high-stress work settings, such as those found in software companies. A family of five controlled experiments on the impact of mindfulness on future and current software engineers' performance has been carried out in six years, whose participants practiced mindfulness daily for several weeks. Aims. This work has a twofold purpose, to present the fifth experiment in the series and to summarize the lessons learned across the family of experiments. The fifth experiment was carried out at INPRO, a public software company in Seville (Spain), in order to evaluate whether software workers improve their performance and some psychological factors, i.e. attention awareness, techno-stress and well-being, compared to a control group. Method. Employees of two departments (Development and Operation) were recruited to participate in the study. Mindfulness (the treatment) was applied to 24 subjects who attended mindfulness sessions daily for six weeks, while the other 27 subjects were the control group. For all subjects, such psychological factors were measured using questionnaires, whereas performance was measured using INPRO's task management systems. Results. Findings have shown significant differences in terms of attention awareness and techno-stress levels between the practitioners who practised mindfulness and those who did not. Benefits on the perceived well-being have also been reported by participants after the continued practise of mindfulness. Regarding the performance, the analysis depicts inconclusive results, probably due to the small size of the sample, a problem which was accentuated by significant variability in the kinds of tasks performed in both departments. Conclusions. Mindfulness practice has yielded significant benefits in the series of experiments, such as performance in the academy and psychological factors in the industry. Nevertheless, its impact on performance in software companies requires further research, since the limited data availability on subjects' performance has led to a small sample size, ultimately posing challenges in drawing dependable conclusions. © 2023 IEEE.",Family of experiments;  Field Experiment;  Human factor;  Mindfulness;  Software Psychology,"Bernardez, B. and Parejo, J.A. and Cruz, M. and Munoz, S. and Ruiz-Cortes, A.",,10.1109/ESEM56168.2023.10304864,Junta de Andalucia,Spain,"This work has been partially supported by grants PID2021-126227NB-C21, PID2021-126227NB-C22, TED2021-131023B-C21, TED2021-131023B-C22 ( MCIN/AEI/10.13039/501100011033) and “ERDF a way of making Europe” (“European Union NextGenerationEU/PRTR”);US–1381595 (Junta de Andalucıa/ERDF,UE). 978-1-6654-5223-6/23/$31.00 ©2023 European Union","Control groups;  Family of experiment;  Field experiment;  Mindfulness;  Performance;  Psychological factors;  Real-world;  Software company;  Software psychology;  Well being, Personnel",cited By 0,On the Impact and Lessons Learned from Mindfulness Practice in a Real-World Software Company,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: In modern software systems, more and more systems are written in multiple programming languages (PLs). There is no comprehensive investigation on the phenomenon of multi-programming-language (MPL) bugs, which resolution involves source files written in multiple PLs. Aim: This work investigated the characteristics of bug resolution in MPL software systems and explored the reasons why bug resolution involves multiple PLs. Method: We conducted an empirical study on 54 MPL projects selected from 655 Apache OSS projects, of which 66,932 bugs were analyzed. Results: (1) the percentage of MPL bugs (MPLBs) in the selected projects ranges from 0.17% to 42.26%, and the percentage of MPLBs for all projects as a whole is 10.01%; (2) 95.0% and 4.5% of all the MPLBs involve source files written in 2 and 3 PLs, respectively; (3) the change complexity resolution characteristics of MPLBs tend to be higher than those of single-programming-language bugs (SPLBs); (4) the open time for MPLBs is 19.52% to 529.57% significantly longer than SPLBs regarding 9 PL combinations; (5) the reopen rate of bugs involving the PL combination of JavaScript and Python reaches 20.66%; (6) we found 6 causes why the bug resolution involves multiple PLs and identified 5 cross-language calling mechanisms. Conclusion: MPLBs are related to increased development difficulty. © 2023 IEEE.",Bug Resolution Characteristic;  Multi-Programming-Language Software System;  Open Source Software,"Li, Z. and Wang, W. and Wang, S. and Liang, P. and Mo, R.",,10.1109/ESEM56168.2023.10304793,Natural Science Foundation of Hubei Province,China,"This work was funded by the Natural Science Foundation of Hubei Province of China under Grant No. 2021CFB577, the National Natural Science Foundation of China under Grant Nos. 62176099 and 62172311, and the Knowledge Innovation Program of Wuhan-Shuguang Project under Grant No. 2022010801020280.","High level languages;  Open systems;  Program debugging, Bug resolution characteristic;  Cross languages;  Empirical studies;  Javascript;  Multi languages;  Multi-programming;  Multi-programming-language software system;  Open-source softwares;  Software-systems;  Source files, Open source software",cited By 0,Understanding Resolution of Multi-Language Bugs: An Empirical Study on Apache Projects,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: In modern software systems, more and more systems are written in multiple programming languages (PLs). There is no comprehensive investigation on the phenomenon of multi-programming-language (MPL) bugs, which resolution involves source files written in multiple PLs. Aim: This work investigated the characteristics of bug resolution in MPL software systems and explored the reasons why bug resolution involves multiple PLs. Method: We conducted an empirical study on 54 MPL projects selected from 655 Apache OSS projects, of which 66,932 bugs were analyzed. Results: (1) the percentage of MPL bugs (MPLBs) in the selected projects ranges from 0.17% to 42.26%, and the percentage of MPLBs for all projects as a whole is 10.01%; (2) 95.0% and 4.5% of all the MPLBs involve source files written in 2 and 3 PLs, respectively; (3) the change complexity resolution characteristics of MPLBs tend to be higher than those of single-programming-language bugs (SPLBs); (4) the open time for MPLBs is 19.52% to 529.57% significantly longer than SPLBs regarding 9 PL combinations; (5) the reopen rate of bugs involving the PL combination of JavaScript and Python reaches 20.66%; (6) we found 6 causes why the bug resolution involves multiple PLs and identified 5 cross-language calling mechanisms. Conclusion: MPLBs are related to increased development difficulty. © 2023 IEEE.",Bug Resolution Characteristic;  Multi-Programming-Language Software System;  Open Source Software,"Li, Z. and Wang, W. and Wang, S. and Liang, P. and Mo, R.",,10.1109/ESEM56168.2023.10304793,National Natural Science Foundation of China,China,,"High level languages;  Open systems;  Program debugging, Bug resolution characteristic;  Cross languages;  Empirical studies;  Javascript;  Multi languages;  Multi-programming;  Multi-programming-language software system;  Open-source softwares;  Software-systems;  Source files, Open source software",cited By 0,Understanding Resolution of Multi-Language Bugs: An Empirical Study on Apache Projects,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: In modern software systems, more and more systems are written in multiple programming languages (PLs). There is no comprehensive investigation on the phenomenon of multi-programming-language (MPL) bugs, which resolution involves source files written in multiple PLs. Aim: This work investigated the characteristics of bug resolution in MPL software systems and explored the reasons why bug resolution involves multiple PLs. Method: We conducted an empirical study on 54 MPL projects selected from 655 Apache OSS projects, of which 66,932 bugs were analyzed. Results: (1) the percentage of MPL bugs (MPLBs) in the selected projects ranges from 0.17% to 42.26%, and the percentage of MPLBs for all projects as a whole is 10.01%; (2) 95.0% and 4.5% of all the MPLBs involve source files written in 2 and 3 PLs, respectively; (3) the change complexity resolution characteristics of MPLBs tend to be higher than those of single-programming-language bugs (SPLBs); (4) the open time for MPLBs is 19.52% to 529.57% significantly longer than SPLBs regarding 9 PL combinations; (5) the reopen rate of bugs involving the PL combination of JavaScript and Python reaches 20.66%; (6) we found 6 causes why the bug resolution involves multiple PLs and identified 5 cross-language calling mechanisms. Conclusion: MPLBs are related to increased development difficulty. © 2023 IEEE.",Bug Resolution Characteristic;  Multi-Programming-Language Software System;  Open Source Software,"Li, Z. and Wang, W. and Wang, S. and Liang, P. and Mo, R.",,10.1109/ESEM56168.2023.10304793, Knowledge Innovation Program of Wuhan-Shuguang,China,,"High level languages;  Open systems;  Program debugging, Bug resolution characteristic;  Cross languages;  Empirical studies;  Javascript;  Multi languages;  Multi-programming;  Multi-programming-language software system;  Open-source softwares;  Software-systems;  Source files, Open source software",cited By 0,Understanding Resolution of Multi-Language Bugs: An Empirical Study on Apache Projects,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background. Due to the widespread adoption of Artificial Intelligence (AI) and Machine Learning (ML) for building software applications, companies are struggling to recruit employees with a deep understanding of such technologies. In this scenario, AutoML is soaring as a promising solution to fill the AI/ML skills gap since it promises to automate the building of end-to-end AI/ML pipelines that would normally be engineered by specialized team members. Aims. Despite the growing interest and high expectations, there is a dearth of information about the extent to which AutoML is currently adopted by teams developing AI/ML-enabled systems and how it is perceived by practitioners and researchers. Method. To fill these gaps, in this paper, we present a mixed-method study comprising a benchmark of 12 end-to-end AutoML tools on two SE datasets and a user survey with follow-up interviews to further our understanding of AutoML adoption and perception. Results. We found that AutoML solutions can generate models that outperform those trained and optimized by researchers to perform classification tasks in the SE domain. Also, our findings show that the currently available AutoML solutions do not live up to their names as they do not equally support automation across the stages of the ML development workflow and for all the team members. Conclusions. We derive insights to inform the SE research community on how AutoML can facilitate their activities and tool builders on how to design the next generation of AutoML technologies. © 2023 IEEE.",AutoAI;  benchmark;  mixed-method study,"Calefato, F. and Quaranta, L. and Lanubile, F. and Kalinowski, M.",,10.1109/ESEM56168.2023.10304796,,,,"Artificial intelligence, Artificial intelligence learning;  Autoai;  Benchmark;  Building softwares;  Data driven;  End to end;  Machine-learning;  Mixed method;  Mixed-method study;  Team members, Application programs",cited By 0,Assessing the Use of AutoML for Data-Driven Software Engineering,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Due to the high demand for mobile applications, given the exponential growth of users of this type of technology, testing professionals are frequently required to invest time in studying testing tools, in particular, because nowadays, several different tools are available. A variety of tools makes it difficult for testing professionals to choose the one that best fits their goals and supports them in their work. In this sense, we conducted a comparative analysis among five open-source tools for mobile testing: Appium, Robotium, Espresso, Frank, and EarGrey. We used the documentary analysis method to explore the official documentation of each above-cited tool and developed various comparisons based on technical criteria reported in the literature about characteristics that mobile testing tools should have. Our findings are expected to help practitioners understand several aspects of mobile testing tools. © 2023 IEEE.",mobile testing;  software testing;  testing tools,"Da Silva, G. and De Souza Santos, R.",,10.1109/ESEM56168.2023.10304798,,,,"Open source software, Best fit;  Comparative analyzes;  Exponential growth;  High demand;  Mobile applications;  Mobile testing;  Software testings;  Technology testing;  Testing tools;  Type of technology, Software testing",cited By 0,Comparing Mobile Testing Tools Using Documentary Analysis,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Continuous integration (CI) has become a popular method for automating code changes, testing, and software project delivery. However, sufficient testing prior to code submission is crucial to prevent build breaks. Additionally, testing must provide developers with quick feedback on code changes, which requires fast testing times. While regression test selection (RTS) has been studied to improve the cost-effectiveness of regression testing for lower-level tests (i.e., unit tests), it has not been applied to the testing of user interfaces (UI) in application domains such as mobile apps. UI testing at the UI level requires different techniques such as impact analysis and automated test execution. In this paper, we examine the use of RTS in CI settings for UI testing across various open-source mobile apps. Our analysis focuses on using Frequency Analysis to understand the need for RTS, Cost Analysis to evaluate the cost of impact analysis and test case selection algorithms, and Test Reuse Analysis to determine the reusability of UI test sequences for automation. The insights from this study will guide practitioners and researchers in developing advanced RTS techniques that can be adapted to CI environments for mobile apps. © 2023 IEEE.",Android apps;  Empirical study;  Regression testing,"Wang, D. and Zhao, Y. and Xiao, L. and Yu, T.",,10.1109/ESEM56168.2023.10304799,National Science Foundation,United States,"ACKNOWLEDGMENTS This work was supported in part by U.S. National Science Foundation (NSF) under grants CCF-2246186, CCF-2140524, CCF-2152340, CCF-1909085, and CCF-1909763.","Android (operating system);  Codes (symbols);  Computer software reusability;  Cost benefit analysis;  Cost effectiveness;  Integration testing;  Open source software;  Regression analysis;  Reusability, Android apps;  Code changes;  Continuous integrations;  Empirical studies;  Impact analysis;  Integration environments;  Interface testings;  Mobile app;  Regression test selection;  Regression testing, User interfaces",cited By 0,An Empirical Study of Regression Testing for Android Apps in Continuous Integration Environment,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: The rise of machine learning (ML) systems has exacerbated their carbon footprint due to increased capabilities and model sizes. However, there is scarce knowledge on how the carbon footprint of ML models is actually measured, reported, and evaluated. Aims: This paper analyzes the measurement of the carbon footprint of 1,417 ML models and associated datasets on Hugging Face. Hugging Face is the most popular repository for pretrained ML models. We aim to provide insights and recommendations on how to report and optimize the carbon efficiency of ML models. Method: We conduct the first repository mining study on the Hugging Face Hub API on carbon emissions and answer two research questions: (1) how do ML model creators measure and report carbon emissions on Hugging Face Hub?, and (2) what aspects impact the carbon emissions of training ML models? Results: Key findings from the study include a stalled proportion of carbon emissions-reporting models, a slight decrease in reported carbon footprint on Hugging Face over the past 2 years, and a continued dominance of NLP as the main application domain reporting emissions. The study also uncovers correlations between carbon emissions and various attributes, such as model size, dataset size, ML application domains and performance metrics. Conclusions: The results emphasize the need for software measurements to improve energy reporting practices and the promotion of carbon-efficient model development within the Hugging Face community. To address this issue, we propose two classifications: one for categorizing models based on their carbon emission reporting practices and another for their carbon efficiency. With these classification proposals, we aim to encourage transparency and sustainable model development within the ML community. © 2023 IEEE.",carbon-aware ML;  carbon-efficient ML;  green AI;  repository mining;  software measurement;  sustainable software,"Castano, J. and Martinez-Fernandez, S. and Franch, X. and Bogner, J.",,10.1109/ESEM56168.2023.10304801,European Commission,EU,"VIII. ACKNOWLEDGMENT This work is partially supported by the project TED2021-130923B-I00, funded by MCIN/AEI/10.13039/501100011033 and the European Union Next Generation EU/PRTR.","Artificial intelligence;  Emission control, Carbon emissions;  Carbon-aware machine learning;  Carbon-efficient machine learning;  Green AI;  Machine learning models;  Machine-learning;  Repository mining;  Software Measurement;  Sustainable softwares, Carbon footprint",cited By 0,Exploring the Carbon Footprint of Hugging Face's ML Models: A Repository Mining Study,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Background: The rise of machine learning (ML) systems has exacerbated their carbon footprint due to increased capabilities and model sizes. However, there is scarce knowledge on how the carbon footprint of ML models is actually measured, reported, and evaluated. Aims: This paper analyzes the measurement of the carbon footprint of 1,417 ML models and associated datasets on Hugging Face. Hugging Face is the most popular repository for pretrained ML models. We aim to provide insights and recommendations on how to report and optimize the carbon efficiency of ML models. Method: We conduct the first repository mining study on the Hugging Face Hub API on carbon emissions and answer two research questions: (1) how do ML model creators measure and report carbon emissions on Hugging Face Hub?, and (2) what aspects impact the carbon emissions of training ML models? Results: Key findings from the study include a stalled proportion of carbon emissions-reporting models, a slight decrease in reported carbon footprint on Hugging Face over the past 2 years, and a continued dominance of NLP as the main application domain reporting emissions. The study also uncovers correlations between carbon emissions and various attributes, such as model size, dataset size, ML application domains and performance metrics. Conclusions: The results emphasize the need for software measurements to improve energy reporting practices and the promotion of carbon-efficient model development within the Hugging Face community. To address this issue, we propose two classifications: one for categorizing models based on their carbon emission reporting practices and another for their carbon efficiency. With these classification proposals, we aim to encourage transparency and sustainable model development within the ML community. © 2023 IEEE.",carbon-aware ML;  carbon-efficient ML;  green AI;  repository mining;  software measurement;  sustainable software,"Castano, J. and Martinez-Fernandez, S. and Franch, X. and Bogner, J.",,10.1109/ESEM56168.2023.10304801,"Ministerio de Ciencia, Innovacion y Universidades",Spain,"VIII. ACKNOWLEDGMENT This work is partially supported by the project TED2021-130923B-I00, funded by MCIN/AEI/10.13039/501100011033 and the European Union Next Generation EU/PRTR.","Artificial intelligence;  Emission control, Carbon emissions;  Carbon-aware machine learning;  Carbon-efficient machine learning;  Green AI;  Machine learning models;  Machine-learning;  Repository mining;  Software Measurement;  Sustainable softwares, Carbon footprint",cited By 0,Exploring the Carbon Footprint of Hugging Face's ML Models: A Repository Mining Study,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
"Context: Large language models trained on source code can support a variety of software development tasks, such as code recommendation and program repair. Large amounts of data for training such models benefit the models' performance. However, the size of the data and models results in long training times and high energy consumption. While publishing source code allows for replicability, users need to repeat the expensive training process if models are not shared. Goals: The main goal of the study is to investigate if publications that trained language models for software engineering (SE) tasks share source code and trained artifacts. The second goal is to analyze the transparency on training energy usage. Methods: We perform a snowballing-based literature search to find publications on language models for source code, and analyze their reusability from a sustainability standpoint. Results: From a total of 494 unique publications, we identified 293 relevant publications that use language models to address code-related tasks. Among them, 27% (79 out of 293) make artifacts available for reuse. This can be in the form of tools or IDE plugins designed for specific tasks or task-agnostic models that can be fine-tuned for a variety of downstream tasks. Moreover, we collect insights on the hardware used for model training, as well as training time, which together determine the energy consumption of the development process. Conclusion: We find that there are deficiencies in the sharing of information and artifacts for current studies on source code models for software engineering tasks, with 40% of the surveyed papers not sharing source code or trained artifacts. We recommend the sharing of source code as well as trained artifacts, to enable sustainable reproducibility. Moreover, comprehensive information on training times and hardware configurations should be shared for transparency on a model's carbon footprint. © 2023 IEEE.",DL4SE;  energy;  replication;  reuse;  sustainability,"Hort, M. and Grishina, A. and Moonen, L.",,10.1109/ESEM56168.2023.10304803,European Research Consortium for Informatics and Mathematics,EU,ACKNOWLEDGEMENTS The research presented in this paper was financially supported by the Research Council of Norway through the secureIT project (grant #288787). Max Hort is supported through the ERCIM ‘Alain Bensoussan’ Fellowship Programme.,"Carbon footprint;  Computational linguistics;  Computer programming languages;  Energy utilization;  Publishing;  Reusability;  Software design;  Sustainable development, DL4SE;  Energy;  Energy use;  Engineering tasks;  Language model;  Literature studies;  Replication;  Reuse;  Source codes;  Training time, Transparency",cited By 0,An Exploratory Literature Study on Sharing and Energy Use of Language Models for Source Code,International Symposium on Empirical Software Engineering and Measurement,2023,ESEM,conf
