ABSTRACT,AUTHORKEYWORDS,AUTHORS,BOOKTITLE,DOI,FUNDINGDETAILS,FUNDINGDETAILSCOUNTRY,FUNDINGTEXT,KEYWORDS,NOTE,TITLE,VENUE,YEAR,SOURCE,TYPE
"Since internet applications have reached a satisfactory level of maturity, large information systems have been developed to manage and facilitate access to documents. Simultaneously, there was an enormous international effort to digitise documents, enabling access via the internet. This endeavour facilitated the access of researchers to extensive document repositories and libraries, while also aiding companies in organising their documents. Two decades later, these vast databases are reasonably clean and well-organised, although the software used to manage and feed them is gradually becoming obsolete. Therefore, it is imperative to continuously reengineer the software to maintain optimal functionality. Furthermore, after the initial effort to digitise documents and create the initial metadata, it is reasonable to augment the metadata information pertaining to the documents. As such, two necessities are apparent: improving support for reengineering legacy document information systems and enabling data model updates and schema evolution to accommodate new information. Our goal is to automate the reengineering process as a whole. © 2023 ACM.",automated development;  document information systems;  schema evolution;  software reengineering,"Ramos-Vidal, D.",,10.1145/3593434.3593436,Xunta de Galicia,Spain,"CITIC is funded by the Xunta de Galicia through the collaboration agreement between the Department of Culture, Education, Vocational Training and Universities and the Galician universities for the reinforcement of the research centers of the Galician University System (CIGUS); PID2021-122554OB-C33 (OASSIS): partially funded by MCIN/AEI/10.13039/501100011033 and EU/ERDF A way of making Europe; TED2021-129245B-C21 (PLAGEMIS): partially funded by MCIN/AEI/10.13039/501100011033 and “NextGen-erationEU”/PRTR; PID2020-114635RB-I00 (EXTRACompact): partially funded by MCIN/ AEI/10.13039/501100011033; GRC: ED431C 2021/53, partially funded by GAIN/Xunta de Galicia; PRE2021-099351, partially funded by MCIN/AEI/10.13039/501100011033 and “FSE+""Fondo Social Europeo Plus"".","Information management;  Information systems;  Information use;  Legacy systems;  Metadata, Automated development;  Document information systems;  Document repositories;  Internet application;  Legacy documents;  Metadata information;  Model updates;  Schema evolution;  Software reengineering, Reengineering",cited By 0,Reengineering legacy document information systems: Challenges and solutions,ACM International Conference Proceeding Series,2023,EASE,conf
"Making sub-optimal design decisions during software development leads to the accumulation of Technical Debt (TD) in software projects. There are tools to identify TD Items in software code through static code analysis. However, quantifying TD to support decision-making on whether to keep taking on TD or if it is time to refactor TD is a difficult task, and proposed approaches for this still lack consensus. Prior work observed that TD Interest could be further decomposed into constituents g New Code Cost' and g Rework Cost', which gives an interesting direction of research to explore TD quantification in terms of these costs. Therefore, through our empirical study, we plan to explore the relationship between TD, New Code Cost and Rework Cost in Open-Source Software Projects. This paper reports on an initial motivating study, our plan for future work and implications for researchers. © 2023 ACM.",mining software repositories;  technical debt management,"Perera, J. and Tempero, E. and Tu, Y.-C. and Blincoe, K.",,10.1145/3593434.3593490,,,,"Codes (symbols);  Open source software;  Open systems;  Software design, Empirical studies;  Mining software;  Mining software repository;  Open source software projects;  Optimal design decisions;  Rework costs;  Software repositories;  Sub-optimal designs;  Technical debt management;  Technical debts, Decision making",cited By 0,"Understanding the relationship between Technical Debt, New Code Cost and Rework Cost in Open-Source Software Projects: An Empirical Study",ACM International Conference Proceeding Series,2023,EASE,conf
"Kubernetes is a free, open-source container orchestration system for deploying and managing Docker containers that host microservices. Kubernetes cluster logs help in determining the reason for the failure. However, as systems become more complex, identifying failure reasons manually becomes more difficult and time-consuming. This study aims to identify effective and efficient classification algorithms to automatically determine the failure reason. We compare five classification algorithms, Support Vector Machines, K-Nearest Neighbors, Random Forest, Gradient Boosting Classifier, and Multilayer Perceptron. Our results indicate that Random Forest produces good accuracy while requiring fewer computational resources than other algorithms. © 2023 Owner/Author.",Kubernetes cluster logs;  machine learning;  microservices,"Sarika, P.K. and Badampudi, D. and Josyula, S.P. and Usman, M.",,10.1145/3593434.3593472,,,,"Failure (mechanical);  Nearest neighbor search;  Open systems;  Support vector machines, Classification algorithm;  Gradient boosting;  Kubernetes cluster log;  Machine-learning;  Microservice;  Nearest-neighbour;  Open-source;  Random forests;  Support vectors machine;  Test failure, Containers",cited By 0,Automating Microservices Test Failure Analysis using Kubernetes Cluster Logs,ACM International Conference Proceeding Series,2023,EASE,conf
"Many advanced program analysis and verification methods are based on solving systems of Constrained Horn Clauses (CHC). Testing CHC solvers is very important, as correctness of their work determines whether bugs in the analyzed programs are detected or missed. One of the well-established and efficient methods of automated software testing is fuzzing: analyzing the reactions of programs to random input data. Currently, there are no fuzzers for CHC solvers, and fuzzers for SMT solvers are not efficient in CHC solver testing, since they do not consider CHC specifics. In this paper, we present HornFuzz, a mutation-based gray-box fuzzing technique for detecting bugs in CHC solvers based on the idea of metamorphic testing. We evaluated our fuzzer on one of the highest performing CHC solvers, Spacer, and found a handful of bugs in Spacer. In particular, some discovered problems are so serious that they require fixes with significant changes to the solver. © 2023 ACM.",CHC solvers;  fuzzing;  metamorphic testing,"Sukhanova, A. and Sobol, V.",,10.1145/3593434.3593455,,,,"Logic programming;  Program debugging;  Well testing, Analysis and verifications;  Analysis method;  Automated software testing;  Constrained horn clause solver;  Fuzzing;  Horn clause;  Metamorphic testing;  Program analysis;  Program Verification;  Verification method, Software testing",cited By 0,HornFuzz: Fuzzing CHC solvers,ACM International Conference Proceeding Series,2023,EASE,conf
"In DevOps, the traceability of software artifacts is critical to the successful development and operation of project delivery to stakeholders. Before the introduction of end-to-end traceability in DevOps at a Data Analytics team at bp (BP plc), an international integrated energy company, the tracing of artifacts throughout a project life cycle was manual and time-consuming. This changed when traceability become more automated with end-to-end traceability capability as an offering on the platform. This paper reports on the ways of working and the experience of developers implementing DevOps for developing and putting in production a Javascript React web application, with a focus on traceability management of artifacts produced throughout the life cycle. This report highlights key opportunities and challenges in traceability management from the development stage to production. © 2023 Owner/Author.",Agile;  DevOps;  Industry;  Software traceability;  Web application,"Pauzi, Z. and Thind, R. and Capiluppi, A.",,10.1145/3593434.3593451,,,,"Application programs;  Data Analytics, Agile;  Development and operations;  End to end;  Experience report;  Industrial experience;  Software artefacts;  Software traceability;  Traceability managements;  WEB application;  Web applications, Life cycle",cited By 0,Artifact Traceability in DevOps: An Industrial Experience Report,ACM International Conference Proceeding Series,2023,EASE,conf
"Automated test generation has been extensively studied for dynamically compiled or typed programming languages like Java and Python. However, Go, a popular statically compiled and typed programming language for server application development, has received limited support from existing tools. To address this gap, we present NxtUnit, an automatic unit test generation tool for Go that uses random testing and is well-suited for microservice architecture. NxtUnit employs a random approach to generate unit tests quickly, making it ideal for smoke testing and providing quick quality feedback. It comes with three types of interfaces: an integrated development environment (IDE) plugin, a command-line interface (CLI), and a browser-based platform. The plugin and CLI tool allow engineers to write unit tests more efficiently, while the platform provides unit test visualization and asynchronous unit test generation. We evaluated NxtUnit by generating unit tests for 13 open-source repositories and 500 ByteDance in-house repositories, resulting in a code coverage of 20.74% for in-house repositories. We conducted a survey among Bytedance engineers and found that NxtUnit can save them 48% of the time on writing unit tests. We have made the CLI tool available at https://github.com/bytedance/nxt_unit. © 2023 ACM.",Automated Test Generation;  Go,"Wang, S. and Mao, X. and Cao, Z. and Gao, Y. and Shen, Q. and Peng, C.",,10.1145/3593434.3593443,,,,"Automation;  Computer programming languages;  Open systems;  Smoke;  Software testing;  Well testing, Application development;  Automated test generations;  Automated units;  Command line;  Go;  Interface tools;  Plug-ins;  Server applications;  Unit test generations;  Unit tests, Open source software",cited By 0,NxtUnit: Automated Unit Test Generation for Go,ACM International Conference Proceeding Series,2023,EASE,conf
"Code smells is the term used to signal certain patterns or structures in software code that may contain a potential design or architecture problem, leading to maintainability or other software quality issues. Detecting code smells early in the software development process helps prevent these problems and improve the overall software quality. Existing research concentrates on the process of collecting and handling dataset, then exploring the potential of utilizing deep learning models to detect smells, while ignoring extensive feature engineering. Though these approaches obtained promising results, the following issues need to be tackled: (i) extracting both structural and semantic features from the software units; (ii) mitigating the effects of imbalanced data distribution on the performance.In this paper, we propose DeepSmells as a novel approach to code smells detection. To learn the complex hierarchical representations of the code fragment, we apply a deep convolutional neural network (CNN). Then, in order to improve the quality of the context encoding and preserve semantic information, long short-term memory networks (LSTM) is placed immediately after the CNN. The final classification is conducted by deep neural networks with weighted loss function to reduce the impact of skewed data distribution. We performed an empirical study using the existing code smell benchmark datasets to assess the performance of our proposed approach, and compare it with state-of-the-art baselines. The results demonstrate the effectiveness of our proposed method for all kinds of code smells with outperformed evaluation metrics in terms of F1 score and MCC. © 2023 ACM.",,"Ho, A. and Bui, A.M.T. and Nguyen, P.T. and Di Salle, A.",,10.1145/3593434.3593476,,,,"Benchmarking;  Codes (symbols);  Convolution;  Convolutional neural networks;  Deep neural networks;  Network coding;  Odors;  Semantics;  Software design, Automated detection;  Code smell;  Convolutional neural network;  Data distribution;  Memory network;  Performance;  Quality issues;  Software codes;  Software development process;  Software Quality, Long short-term memory",cited By 1,Fusion of deep convolutional and LSTM recurrent neural networks for automated detection of code smells,ACM International Conference Proceeding Series,2023,EASE,conf
"Background: Construct validity concerns the use of indicators to measure a concept that is not directly measurable. Aim: This study intends to identify, categorize, assess and quantify discussions of threats to construct validity in empirical software engineering literature and use the findings to suggest ways to improve the reporting of construct validity issues. Method: We analyzed 83 articles that report human-centric experiments published in five top-tier software engineering journals from 2015 to 2019. The articles' text concerning threats to construct validity was divided into segments (the unit of analysis) based on predefined categories. The segments were then evaluated regarding whether they clearly discussed a threat and a construct. Results: Three-fifths of the segments were associated with topics not related to construct validity. Two-thirds of the articles discussed construct validity without using the definition of construct validity given in the article. The threats were clearly described in more than four-fifths of the segments, but the construct in question was clearly described in only two-thirds of the segments. The construct was unclear when the discussion was not related to construct validity but to other types of validity. Conclusions: The results show potential for improving the understanding of construct validity in software engineering. Recommendations addressing the identified weaknesses are given to improve the awareness and reporting of CV. © 2023 Owner/Author.",empirical research;  measurement;  research quality,"Sjøberg, D.I.K. and Bergersen, G.R.",,10.1145/3593434.3593449,,,,"Computer programming, Construct validity;  Empirical research;  Empirical Software Engineering;  Human-centric;  Research quality;  Software engineering journals;  Unit of analysis, Software engineering",cited By 1,Improving the Reporting of Threats to Construct Validity,ACM International Conference Proceeding Series,2023,EASE,conf
"In this study, we assess bug life cycles to identify bottlenecks in the bug tracking processes, and examine the effectiveness of bug tracking system usage practices linked to bug states and state transitions. To achieve this, we examined the bug life cycles of three open-source software projects which use Bugzilla as their bug tracking system. In total, we have analyzed 106.196 bugs gathered from these projects. We started by looking at the temporal and quantitative aspects of these projects' bug life cycles. After that, we collected data about how bug life cycles differ over time. Finally, we inspected the frequency of reopened and state-looping bugs in these projects. After our analysis, we have deduced that the presented temporal and quantitative analysis of bug life cycles is useful for finding bottlenecks and undesired behaviors in the bug tracking processes. We also inferred that examining the changes in bug life cycles over time can provide insights into how bug tracking practices changed throughout the project's lifetime, and it can be used as a parameter to assess whether the bug tracking system usage has improved. Lastly, we deducted that analyzing undesired state trails' frequency provides insights into the performance of bug tracking processes. Based on the insights gained from analyzing bug life cycles with the presented methods, we believe that decision makers can improve their workflow by introducing or removing new states to the bug life cycle and adding new rules and restrictions to their bug tracking process. © 2023 Owner/Author.",bug life cycle;  bug tracking;  bug tracking system;  issue tracking;  state trails,"Eren, C. and Sahin, K. and Tüzün, E.",,10.1145/3593434.3593504,,,,"Decision making;  Open source software;  Open systems;  Tracking (position), Bug life cycle;  Bug tracking;  Bug tracking system;  Issue Tracking;  Open source software projects;  State trail;  State transitions;  System usages;  Tracking process;  Undesired behavior, Life cycle",cited By 0,Analyzing Bug Life Cycles to Derive Practical Insights,ACM International Conference Proceeding Series,2023,EASE,conf
"The exponential increase in smartphone usage has fueled the rapid growth of Android applications (apps). Unfortunately, this growth has also resulted in an alarming rise in security vulnerabilities, posing a significant challenge for developers of smartphone apps. In this paper, we conducted a quantitative and qualitative study to analyze security-related issues in open-source Android apps available on GitHub. Our study included a total set of 689 security-related commits identified from 111,224 commits distributed over 2,187 apps. We proposed a taxonomy of ten distinct categories of security issues, which we identified using the card-sorting technique. Our findings showed that Permission issues were the most prevalent in our dataset (370, 53.7%), followed by Login issues (160, 23.22%). Issues such as Privacy (5, 0.72%) and Framework (3, 0.43%) were rare in our dataset. These preliminary findings serve as an initial step towards comprehending the primary security concerns from the perspective of both developers and researchers. © 2023 Owner/Author.",Android apps;  Card sorting;  Security-related commits,"Das, T. and Ali, A. and Mikkonen, T.",,10.1145/3593434.3593437,,,,"Android (operating system);  Mobile security, Android applications;  Android apps;  Card-sorting;  Exponential increase;  Quantitative study;  Rapid growth;  Security vulnerabilities;  Security-related commit;  Smart phones;  Smart-phone applications, Smartphones",cited By 0,Investigation of Security-related Commits in Android Apps,ACM International Conference Proceeding Series,2023,EASE,conf
"One of the objectives of software engineering education is to make students to learn essential teamwork skills. This is done by having the students work in groups for course assignments. Student team composition plays a vital role in this, as it significantly affects learning outcomes, what is learned, and how. The study presented in this paper aims to better understand the student team composition in software engineering education and investigate the factors affecting it in the international software engineering education context. Those factors should be taken into consideration by software engineering teachers when they design group work assignments in their courses. In this paper, the initial findings of the ongoing Action research study are presented. The results give some identified principles that should be considered when designing student team composition in software engineering courses. © 2023 Owner/Author.",education;  Software engineering;  team composition;  teamwork,"Hashmi, S.I. and Markkula, J.",,10.1145/3593434.3593464,,,,"Curricula;  Engineering education;  Engineering research;  Software engineering, Engineering teachers;  Group work;  Learn+;  Learning outcome;  Software engineering education;  Student teams;  Team composition;  Teamwork;  Teamwork skills;  Work assignments, Students",cited By 0,Team Composition in Software Engineering Education,ACM International Conference Proceeding Series,2023,EASE,conf
"Requirements Engineering (RE) and Software Testing (ST) phases are essential to software development. Acknowledging the emergence of cognitive biases, systematic divergences from optimum decision-making, is crucial in software development because of the extensive human participation in various roles. How information is presented can impact decision-making, known as the framing effect - a cognitive bias. The framing effect hinders creativity in software design during the requirements phase. This cognitive effect may further lead to another bias - confirmation bias - in ST. Confirmation bias in ST is testing requirements-consistent behaviors instead of requirements-inconsistent ones. This research explores the effects of framing software requirements on the manifestation of confirmation bias during testing. Additionally, the work aims to propose mitigation strategies, referred to as debiasing, for framing and confirmation bias in the context of ST. This work employs both quantitative and qualitative empirical methods to address its aims. Hence, this research will explore the relation between the framing of requirements and the confirmation bias during ST. Furthermore, this research will also develop debiasing techniques to mitigate the negative effects of these biases to improve software quality. © 2023 Owner/Author.",cognitive bias;  confirmation bias;  framing requirements;  requirements engineering;  software engineering;  software testing,"Jahin, A.",,10.1145/3593434.3593447,,,,"Computer software selection and evaluation;  Decision making;  Engineering research;  Requirements engineering;  Software design, Cognitive bias;  Confirmation bias;  De-biasing;  Decisions makings;  Framing effects;  Framing requirement;  Optimum decision;  Requirement engineering;  Software testings;  Testing phase, Software testing",cited By 0,Investigating the Relation between Requirements Framing and Confirmation Bias in Testing,ACM International Conference Proceeding Series,2023,EASE,conf
"Industrial applications heavily integrate open-source software libraries nowadays. Beyond the benefits that libraries bring, they can also impose a real threat in case a library is affected by a vulnerability but its community is not active in creating a fixing release. Therefore, I want to introduce an automatic monitoring approach for industrial applications to identify open-source dependencies that show negative signs regarding their current or future maintenance activities. Since most research in this field is limited due to lack of features, labels, and transitive links, and thus is not applicable in industry, my approach aims to close this gap by capturing the impact of direct and transitive dependencies in terms of their maintenance activities. Automatically monitoring the maintenance activities of dependencies reduces the manual effort of application maintainers and supports application security by continuously having well-maintained dependencies. © 2023 ACM.",Maintenance Activities;  OSS Libraries;  Repository Mining,"Tsakpinis, A.",,10.1145/3593434.3593474,,,,"Application programs;  Computer software maintenance;  Libraries;  Open systems, Automatic monitoring;  Community IS;  Maintenance activity;  Monitoring approach;  Open-source;  Open-source softwares;  OSS library;  Repository mining;  Software libraries;  Source dependency, Open source software",cited By 0,Analyzing Maintenance Activities of Software Libraries,ACM International Conference Proceeding Series,2023,EASE,conf
"With the arising concerns of privacy within machine learning, federated learning (FL) was invented in 2017, in which the clients, such as mobile devices, train a model and send the update to the centralized server. Choosing clients randomly for FL can harm learning performance due to different reasons. Many studies have proposed approaches to address the challenges of client selection of FL. However, no systematic literature review (SLR) on this topic existed. This SLR investigates the state of the art of client selection in FL and answers the challenges, solutions, and metrics to evaluate the solutions. We systematically reviewed 47 primary studies. The main challenges found in client selection are heterogeneity, resource allocation, communication costs, and fairness. The client selection schemes aim to improve the original random selection algorithm by focusing on one or several of the aforementioned challenges. The most common metric used is testing accuracy versus communication rounds, as testing accuracy measures the successfulness of the learning and preferably in as few communication rounds as possible, as they are very expensive. Although several possible improvements can be made with the current state of client selection, the most beneficial ones are evaluating the impact of unsuccessful clients and gaining a more theoretical understanding of the impact of fairness in FL. © 2023 Owner/Author.",client selection;  federated learning;  neural network;  software metric;  systematic literature review,"Smestad, C. and Li, J.",,10.1145/3593434.3593438,,,,"Centralized server;  Client selection;  Communication rounds;  Federated learning;  Learning performance;  Machine-learning;  Neural-networks;  Software metrics;  Systematic literature review;  Testing accuracy, Learning systems",cited By 0,A Systematic Literature Review on Client Selection in Federated Learning,ACM International Conference Proceeding Series,2023,EASE,conf
"Fault-proneness is an indication of programming errors that decreases software quality and maintainability. On the contrary, code smell is a symptom of potential design problems which has impact on fault-proneness. In the literature, negative impact of code smells on fault-proneness has been investigated. However, it is still unclear that how frequency of each code smell type impacts the fault-proneness. To mitigate this research gap, we present an empirical study to identify whether frequency of individual code smell types has a relationship with the fault-proneness. The results show that Anti Singleton, Blob and Class Data Should Be Private smell types have strong relationship with fault-proneness though their frequencies are not very high. On the other hand, comparatively high frequent code smell types such as Complex Class, Large Class and Long Parameter List have moderate relationship with fault-proneness. These findings will assist developers to prioritize and refactor code smells to improve software quality. © 2023 Owner/Author.",code smell;  empirical study;  fault proneness,"Rahman, M.M. and Ahammed, T. and Joarder, M.M.A. and Sakib, K.",,10.1145/3593434.3593457,,,,"Odors, Code smell;  Complex class;  Design problems;  Empirical studies;  Fault-proneness;  Programming errors;  Research gaps;  Software maintainability;  Software Quality, Computer software selection and evaluation",cited By 0,Does Code Smell Frequency Have a Relationship with Fault-proneness?,ACM International Conference Proceeding Series,2023,EASE,conf
"Background: The UK cyber skills gap/shortage amplifies the broader impact of cyber-attacks, which inflict harms such as privacy and economic loss on wider society. The demand is greatest (and growing fastest) in cyber-enabled disciplines, such as software engineering. Objectives: In this paper, we create a term frequency-inverse document frequency representation of the Cyber Security Body of Knowledge (CyBOK). We then evaluate the potential of this representation by using it to automatically map job descriptions to the different areas of the CyBOK. Method: We generate two representations of the CyBOK. The representations are mapped to a corpus of 454 job descriptions using TF-IDF. Comparing the similarity scores across these mappings allows us to identify relevant knowledge areas/groups. Results: The results are preliminary, but suggest that the approach warrants further investigation. Certain job descriptions are mapped to certain knowledge areas/groups in a way that makes intuitive sense to the authors. However, there is a degree homogeneity to the scores returned for certain knowledge areas/groups. There are several threats to validity, most notably the low number of job descriptions that have been studied. Conclusions: Our work shows that it is possible to automatically map job descriptions to the CyBOK in a meaningful way. Further research is required to address threats and to explore alternative mapping approaches. The authors intend to undertake this research culminating with a Grey Literature Informed Model of Practice in Secure Software Engineering. © 2023 Owner/Author.",Cyber Security;  CyBOK;  Grey Literature;  Higher Education;  Secure Software Development,"Attwood, S. and Williams, A.",,10.1145/3593434.3593459,,,,"Employment;  Inverse problems;  Losses;  Mapping;  Network security;  Semantics;  Software design;  Text processing, Body of knowledge;  Cybe security body of knowledge;  Cyber security;  Grey literature;  High educations;  Job description;  Knowledge areas;  Secure software development;  Skills gaps, Cybersecurity",cited By 0,Exploring the UK Cyber Skills Gap through a mapping of active job listings to the Cyber Security Body of Knowledge (CyBOK),ACM International Conference Proceeding Series,2023,EASE,conf
"The ability to allow developers to share their source code and collaborate on software projects has made GitHub a widely used open source platform. Each repository in GitHub is generally equipped with a README.MD file to exhibit an overview of the main functionalities. Nevertheless, while offering useful information, README.MD is usually lengthy, requiring time and effort to read and comprehend. Thus, besides README.MD, GitHub also allows its users to add a short description called ""About,""giving a brief but informative summary about the repository. This enables visitors to quickly grasp the main content and decide whether to continue reading. Unfortunately, due to various reasons-not excluding laziness-oftentimes this field is left blank by developers. This paper proposes GitSum as a novel approach to the summarization of README.MD. GitSum is built on top of BART and T5, two cutting-edge deep learning techniques, learning from existing data to perform recommendations for repositories with a missing description. We test its performance using two datasets collected from GitHub. The evaluation shows that GitSum can generate relevant predictions, outperforming a well-established baseline. © 2023 ACM.",GitHub;  mining software repositories;  README.MD;  recommender systems;  summarization,"Doan, T.T.H. and Nguyen, P.T. and Di Rocco, J. and Di Ruscio, D.",,10.1145/3593434.3593448,,,"This work has been partially supported by the EMELIOT national research project, which has been funded by the MUR under the PRIN 2020 program (Contract 2020W3A5FY).","Learning systems;  Open source software;  Open systems;  Petroleum reservoir evaluation, Automatic summarization;  Github;  MD;  Mining software;  Mining software repository;  README.;  Software project;  Software repositories;  Source codes;  Summarization, Deep learning",cited By 0,Too long; Didn't read: Automatic summarization of GitHub README.MD with Transformers,ACM International Conference Proceeding Series,2023,EASE,conf
"Society's increasing dependence on Artificial Intelligence (AI) and AI-enabled systems require a more practical approach from software engineering (SE) executives in middle and higher-level management to improve their involvement in implementing AI ethics by making ethical requirements part of their management practices. However, research indicates that most work on implementing ethical requirements in SE management primarily focuses on technical development, with scarce findings for middle and higher-level management. We investigate this by interviewing ten Finnish SE executives in middle and higher-level management to examine how they consider and implement ethical requirements. We use ethical requirements from the European Union (EU) Trustworthy Ethics guidelines for Trustworthy AI as our reference for ethical requirements and an Agile portfolio management framework to analyze implementation. Our findings reveal a general consideration of privacy and data governance ethical requirements as legal requirements with no other consideration for ethical requirements identified. The findings also show practicable consideration of ethical requirements as technical robustness and safety for implementation as risk requirements and societal and environmental well-being for implementation as sustainability requirements. We examine a practical approach to implementing ethical requirements using the ethical risk requirements stack employing the Agile portfolio management framework. © 2023 Owner/Author.",Agile portfolio management;  AI;  AI ethics;  AI ethics principles;  Ethical requirements;  Ethical requirements stack,"Agbese, M. and Mohanani, R. and Khan, A. and Abrahamsson, P.",,10.1145/3593434.3593453,,,"This research is supported by The Business Finland funded project Smart Terminals, SMARTER and Ministry of Education funded project AI-Forum.","Engineering research;  Financial data processing;  Philosophical aspects;  Software engineering;  Sustainable development, Agile portfolio management;  Artificial intelligence ethic;  Artificial intelligence ethic principle;  Engineering executives;  Ethical requirement;  Ethical requirement stack;  Level management;  Management frameworks;  Management practises;  Portfolio managements, Investments",cited By 0,Implementing AI Ethics: Making Sense of the Ethical Requirements,ACM International Conference Proceeding Series,2023,EASE,conf
"The purpose of this study is to identify the characteristics of Agile development processes that impact user satisfaction. We used user reviews of OSS smartphone apps and various data from version control systems to examine the relationships, especially time-series correlations, between user satisfaction and development metrics that are expected to be related to user satisfaction. Although no metrics conclusively indicate an improved user satisfaction, motivation of the development team, the ability to set appropriate work units, the appropriateness of work rules, and the improvement of code maintainability should be considered as they are correlated with improved user satisfaction. In contrast, changes in the release frequency and workload are not correlated. © 2023 Owner/Author.",Agile;  development process;  metric;  user satisfaction,"Yang, M. and Sato, S. and Washizaki, H. and Fukazawa, Y. and Takahashi, J.",,10.1145/3593434.3593470,,,,"Agile;  Agile development;  Development process;  Development teams;  Metric;  Smartphone apps;  Times series;  User reviews;  Users' satisfactions;  Version control system, Agile manufacturing systems",cited By 0,Identifying characteristics of the agile development process that impact user satisfaction,ACM International Conference Proceeding Series,2023,EASE,conf
"The use of social robots in public spaces is becoming increasingly popular due to their ability to provide personalized services to users. However, the convergence of different technologies and software applications has raised concerns regarding security requirements, standards, and regulations. Specifically, there are significant concerns about the evolving threat landscape for software applications in public settings, where social robots interact without supervision and are in direct contact with threat actors. During the development of social robots software, developers and practitioners need practical tools to continuously assess their products' security profiles. This paper presents a preventive approach to the dynamic evolving security landscape of Social Robots in Public Spaces (SRPS) using design science research (DSR) methodology to develop a security framework. The study investigates security threats, vulnerabilities, and risks associated with SRPS software development and analyzes existing related frameworks to design a security framework for SRPS software developers. The research aims to provide insights into the security aspects of SRPS software application development processes and contribute to developing effective security frameworks to mitigate evolving risks and ensure secure operation and acceptance in public spaces. © 2023 Owner/Author.",cybersecurity framework;  public space.;  social robots;  threat landscape,"Oruma, S.O.",,10.1145/3593434.3593446,,,This paper is funded by the Research Council of Norway under the SecuRoPS project “User-centered Security Framework for Social Robots in Public Spaces” with project code 321324.,"Application programs;  Cryptography;  Cybersecurity;  Economic and social effects;  Machine design;  Robots, Cyber security;  Cybersecurity framework;  Public space;  Public space.;  Security frameworks;  Social robots;  Software applications;  Software developer;  Threat landscape;  User-centred, Software design",cited By 1,Towards a User-centred Security Framework for Social Robots in Public Spaces,ACM International Conference Proceeding Series,2023,EASE,conf
"Most client software employs a bug-tracking system, which utilizes user-submitted reports (bug reports) that contain information necessary for software developers to fix bugs. The quality of bug reports drastically differs. Bug reports can include severity, priority, and associated issues determined by researching the addressed bug. Herein we investigate the influence of bug report qualities on successfully fixing a bug and estimating the fixing time. We also examine the claim in previous studies that bias and differences in the treatment of bug reports exist due to broad expertness among the reporters. Our approach examines the relationship between the qualities within the bug-fixing cycle and modeling graphical causal dependencies through a Bayesian Network. Bug reports with attachments, dependencies on another bug, and frequent discussions are more likely to be fixed. In addition, bug reports with a high severity tend to be fixed faster. Moreover, the difficulty of the bug itself may influence the fixing rate such that a straightforward bug will be fixed easier and faster regardless of the bug report quality. © 2023 Owner/Author.",Bayesian Network;  Bug Reports;  Causal and Inference Model,"Peralta, S.R.O. and Washizaki, H. and Fukazawa, Y. and Noyori, Y. and Nojiri, S. and Kanuka, H.",,10.1145/3593434.3593484,,,,"Program debugging;  Quality control, Bayesia n networks;  Bug reports;  Bug tracking system;  Bug-fixing;  Causal dependencies;  Causal modeling;  Client software;  Inference models;  Software developer, Bayesian networks",cited By 0,Analysis of Bug Report Qualities with Fixing Time using a Bayesian Network,ACM International Conference Proceeding Series,2023,EASE,conf
"The complexity of delivering enterprise-grade software, especially as-a-service, keeps getting more sophisticated even with the large set of open-source and commercial helper tools. Every single commit by the developers must go through a large group of checks to ensure that it will not break or regress reliability, resiliency, security, compliance, privacy, performance, accessibility, operability, etc. Being a developer or a software architect in such an environment is not a fulfilling role at all. Full stack, as a notion, is not applicable to large-scale systems and enterprise software. We are introducing a new, horizontal, approach called ""full-spec software,""where each layer of the system is architected, designed, and built with the long list of enterprise readiness attributes listed above. Making full-spec software a reality requires a new organizational construct called ""platform engineering."" © 2023 ACM.",Agile;  Compliance;  DevOps;  DevSecOps;  Full-Spec;  Full-Stack;  Platform;  Security;  SRE,"Dursun, H.",,10.1145/3593434.3593440,,,,"Enterprise software;  Open source software;  Open systems;  Software architecture;  Software reliability, Agile;  Compliance;  Devsecop;  Full-spec;  Full-stack;  Large groups;  Open-source;  Platform;  Security;  SRE, Large scale systems",cited By 0,Full spec software via platform engineering,ACM International Conference Proceeding Series,2023,EASE,conf
"Context: Serverless computing allows developers to create and deploy applications without the need to manage any underlying infrastructure, making it a more efficient and effective way to bring products to market. Serverless technology is gaining widespread adoption among many companies, becoming increasingly popular. However, the adoption of serverless technology brings with it several new challenges. Objective: To this end, we plan to gain a deep understanding of challenges and strategies, architectural issues and their causes, architectural patterns, antipatterns, migration towards serverless architecture, and state-of-the-art practices for vendor lock-in problems. Methodology: The research objective will be met through the use of an industrial empirical approach, including interviews, a case study, and a questionnaire survey. Possible outcomes: The expected outcomes would be (i) a multivocal literature review on design areas of serverless architecture (ii) an evidence-based framework for synthesizing serverless architectural challenges/solutions (iii) a decision-making process for migrating to serverless architecture (iv) a decision-making framework for selecting vendor platform. © 2023 Owner/Author.",Decision Model;  Empirical Investigation;  Serverless Architecture,"Hamza, M.",,10.1145/3593434.3593471,,,,"Industrial research;  Software architecture, Anti-patterns;  Architectural pattern;  Art practice;  Decision modeling;  Empirical investigation;  Lock-in;  Serverless architecture;  Serverless systems;  Software architecture design;  State of the art, Decision making",cited By 0,Software Architecture Design of a Serverless System,ACM International Conference Proceeding Series,2023,EASE,conf
